WCRNumber,CountyName,WellLocation,Township,Range,Section,MTRS,TotalCompletedDepth,PlannedUseFormerUse,PermitDate,latitude,longitude,coord_source,pdf_latitude,pdf_longitude,gis_latitude,gis_longitude,pdf_path,box_link,gsa_name
WCR2026-001877,Kings,270 HOGAN DR,19S,20E,11,M19S20E11,23.0,Water Supply Domestic,1771372800000,36.286205,-119.777185,gis,,,36.286205,-119.777185,,,South Fork Kings GSA
WCR0001061,Kings,,19S,20E,29,M19S20E29,,,,36.24782,-119.82545,gis,,,36.24782,-119.82545,pdfs/WCR0001061.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461621222022,South Fork Kings GSA
WCR0002333,Kings,,19S,20E,03,M19S20E03,,Unknown Unknown,,36.30256133,-119.78216257,gis,,,36.30256133,-119.78216257,pdfs/WCR0002333.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641195356,South Fork Kings GSA
WCR0003717,Kings,,19S,20E,22,M19S20E22,,Other Unknown,,36.26203,-119.78988,gis,,,36.26203,-119.78988,pdfs/WCR0003717.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637903538,South Fork Kings GSA
WCR0004948,Kings,,19S,20E,02,M19S20E02,230.0,Water Supply Domestic,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0004948.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461606597430,South Fork Kings GSA
WCR0005942,Kings,,19S,20E,05,M19S20E05,640.0,Water Supply Irrigation - Agriculture,,36.30593,-119.82548,gis,,,36.30593,-119.82548,pdfs/WCR0005942.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640729558,South Fork Kings GSA
WCR0006338,Kings,,19S,20E,24,M19S20E24,200.0,Water Supply Domestic,,36.26394948,-119.74547753,gis,,,36.26394948,-119.74547753,pdfs/WCR0006338.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461615236323,South Fork Kings GSA
WCR0005806,Kings,,19S,20E,26,M19S20E26,,Other Unknown,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR0005806.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641580911,South Fork Kings GSA
WCR0006645,Kings,,19S,20E,02,M19S20E02,12.0,Vapor Extraction Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0006645.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461613552473,South Fork Kings GSA
WCR0006661,Kings,,19S,20E,27,M19S20E27,40.0,Water Supply Domestic,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR0006661.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639886161,South Fork Kings GSA
WCR0009158,Kings,,19S,20E,04,M19S20E04,,Test Well Unknown,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR0009158.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641262215,South Fork Kings GSA
WCR0016644,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0016644.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641081151,South Fork Kings GSA
WCR0016681,Kings,,19S,20E,36,M19S20E36,60.0,Water Supply Domestic,,36.2219229,-119.76021396,gis,,,36.2219229,-119.76021396,pdfs/WCR0016681.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638517290,South Fork Kings GSA
WCR0018061,Kings,,19S,20E,03,M19S20E03,400.0,Water Supply Domestic,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0018061.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637643840,South Fork Kings GSA
WCR0018864,Kings,,19S,20E,35,M19S20E35,45.0,Water Supply Stock or Animal Watering,,36.23282,-119.77157,gis,,,36.23282,-119.77157,pdfs/WCR0018864.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640606315,South Fork Kings GSA
WCR0020292,Kings,,19S,20E,29,M19S20E29,610.0,Water Supply Domestic,,36.25599196,-119.81879518,gis,,,36.25599196,-119.81879518,pdfs/WCR0020292.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637973817,South Fork Kings GSA
WCR0020271,Kings,,19S,20E,02,M19S20E02,25.0,Monitoring Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0020271.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639930296,South Fork Kings GSA
WCR0020484,Kings,,19S,20E,02,M19S20E02,25.0,Vapor Extraction Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0020484.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637617386,South Fork Kings GSA
WCR0020513,Kings,,19S,20E,03,M19S20E03,200.0,Water Supply Domestic,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0020513.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637662842,South Fork Kings GSA
WCR0021246,Kings,,19S,20E,15,M19S20E15,29.0,Monitoring,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR0021246.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639056670,South Fork Kings GSA
WCR0021335,Kings,,19S,20E,35,M19S20E35,540.0,Water Supply Irrigation - Agriculture,,36.23282,-119.77157,gis,,,36.23282,-119.77157,pdfs/WCR0021335.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644487752,South Fork Kings GSA
WCR0026337,Kings,,20S,19E,26,M20S19E26,,Other Unknown,,36.1598,-119.8785,gis,,,36.1598,-119.8785,pdfs/WCR0026337.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461645338773,South Fork Kings GSA
WCR0026338,Kings,,20S,20E,10,M20S20E10,595.0,Water Supply Irrigation - Agriculture,,36.20414,-119.78924,gis,,,36.20414,-119.78924,pdfs/WCR0026338.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644374626,South Fork Kings GSA
WCR0026597,Kings,,19S,20E,24,M19S20E24,55.0,Water Supply Domestic,,36.26208,-119.75375,gis,,,36.26208,-119.75375,pdfs/WCR0026597.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641436373,South Fork Kings GSA
WCR0026862,Kings,,19S,20E,09,M19S20E09,1050.0,Water Supply Public,,36.29112,-119.80774,gis,,,36.29112,-119.80774,pdfs/WCR0026862.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640688658,South Fork Kings GSA
WCR0029394,Kings,,20S,20E,01,M20S20E01,48.0,Water Supply Irrigation - Agriculture,,36.21832,-119.75348,gis,,,36.21832,-119.75348,pdfs/WCR0029394.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639162512,South Fork Kings GSA
WCR0030467,Kings,,19S,20E,15,M19S20E15,46.0,Water Supply Industrial,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR0030467.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639783366,South Fork Kings GSA
WCR0030843,Kings,,19S,20E,34,M19S20E34,20.0,Water Supply Domestic,,36.23302,-119.78948,gis,,,36.23302,-119.78948,pdfs/WCR0030843.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641177058,South Fork Kings GSA
WCR0033983,Kings,,19S,20E,26,M19S20E26,55.0,Water Supply Domestic,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR0033983.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641637681,South Fork Kings GSA
WCR0038513,Kings,,19S,20E,22,M19S20E22,430.0,Water Supply Irrigation - Agriculture,,36.26203,-119.78988,gis,,,36.26203,-119.78988,pdfs/WCR0038513.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640920760,South Fork Kings GSA
WCR0038514,Kings,,19S,20E,24,M19S20E24,50.0,Water Supply Domestic,,36.26208,-119.75375,gis,,,36.26208,-119.75375,pdfs/WCR0038514.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637872752,South Fork Kings GSA
WCR0041038,Kings,,19S,20E,26,M19S20E26,,,,36.24732,-119.7718,gis,,,36.24732,-119.7718,,,South Fork Kings GSA
WCR0040438,Kings,,19S,20E,02,M19S20E02,,Monitoring,,36.30208899,-119.78042799,gis,,,36.30208899,-119.78042799,pdfs/WCR0040438.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461614993088,South Fork Kings GSA
WCR0045890,Kings,,19S,20E,02,M19S20E02,25.0,Monitoring Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0045890.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641078676,South Fork Kings GSA
WCR0045913,Kings,,19S,20E,02,M19S20E02,30.0,Vapor Extraction Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0045913.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640966845,South Fork Kings GSA
WCR0045923,Kings,,19S,20E,25,M19S20E25,60.0,Water Supply Domestic,,36.25252805,-119.75453339,gis,,,36.25252805,-119.75453339,pdfs/WCR0045923.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461606159348,South Fork Kings GSA
WCR0048096,Kings,,19S,20E,24,M19S20E24,,,,36.26208,-119.75375,gis,,,36.26208,-119.75375,,,South Fork Kings GSA
WCR0048608,Kings,,19S,20E,24,M19S20E24,58.0,Water Supply Domestic,,36.26208,-119.75375,gis,,,36.26208,-119.75375,pdfs/WCR0048608.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641482590,South Fork Kings GSA
WCR0048794,Kings,,19S,20E,27,M19S20E27,220.0,Water Supply Domestic,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR0048794.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641650207,South Fork Kings GSA
WCR0050000,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0050000.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637972501,South Fork Kings GSA
WCR0049177,Kings,,19S,20E,23,M19S20E23,280.0,Water Supply Domestic,,36.26198,-119.77192,gis,,,36.26198,-119.77192,pdfs/WCR0049177.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640403515,South Fork Kings GSA
WCR0050861,Kings,,20S,19E,35,M20S19E35,,Other Unknown,,36.14517,-119.87851,gis,,,36.14517,-119.87851,pdfs/WCR0050861.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461646741911,South Fork Kings GSA
WCR0050894,Kings,,19S,21E,31,M19S21E31,485.0,Water Supply Irrigation - Agriculture,,36.23278,-119.73566,gis,,,36.23278,-119.73566,pdfs/WCR0050894.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641156598,South Fork Kings GSA
WCR0053278,Kings,,19S,20E,04,M19S20E04,40.0,Water Supply Irrigation - Agriculture,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR0053278.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639763270,South Fork Kings GSA
WCR0053921,Kings,,19S,20E,23,M19S20E23,,Water Supply Domestic,,36.26198,-119.77192,gis,,,36.26198,-119.77192,pdfs/WCR0053921.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637897727,South Fork Kings GSA
WCR0053922,Kings,,20S,20E,12,M20S20E12,16.0,Water Supply Domestic,,36.20385,-119.75339,gis,,,36.20385,-119.75339,pdfs/WCR0053922.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644447586,South Fork Kings GSA
WCR0053639,Kings,,19S,20E,04,M19S20E04,,Test Well,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR0053639.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637801048,South Fork Kings GSA
WCR0059217,Kings,,19S,20E,25,M19S20E25,55.0,Water Supply Irrigation - Agriculture,,36.24737,-119.7537,gis,,,36.24737,-119.7537,pdfs/WCR0059217.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637730874,South Fork Kings GSA
WCR0060804,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0060804.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641144219,South Fork Kings GSA
WCR0063476,Kings,,19S,20E,04,M19S20E04,50.0,Water Supply Irrigation - Agriculture,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR0063476.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640705468,South Fork Kings GSA
WCR0063834,Kings,,19S,20E,02,M19S20E02,25.0,Other Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0063834.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638173657,South Fork Kings GSA
WCR0068183,Kings,,19S,20E,15,M19S20E15,46.0,Water Supply Domestic,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR0068183.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641574955,South Fork Kings GSA
WCR0068184,Kings,,19S,20E,21,M19S20E21,600.0,Water Supply Irrigation - Agriculture,,36.26215,-119.8077,gis,,,36.26215,-119.8077,pdfs/WCR0068184.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637757927,South Fork Kings GSA
WCR0071176,Kings,,19S,20E,27,M19S20E27,65.0,Water Supply Domestic,,36.25248199,-119.78194188,gis,,,36.25248199,-119.78194188,pdfs/WCR0071176.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641693664,South Fork Kings GSA
WCR0070819,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0070819.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637568388,South Fork Kings GSA
WCR0071080,Kings,,19S,20E,27,M19S20E27,18.0,Water Supply Domestic,,36.25442016,-119.78922808,gis,,,36.25442016,-119.78922808,pdfs/WCR0071080.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641626386,South Fork Kings GSA
WCR0074589,Kings,,19S,20E,25,M19S20E25,45.0,Water Supply Domestic,,36.25510058,-119.77963934,gis,,,36.25510058,-119.77963934,pdfs/WCR0074589.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637551382,South Fork Kings GSA
WCR0075275,Kings,,19S,20E,02,M19S20E02,25.0,Vapor Extraction Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0075275.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641119548,South Fork Kings GSA
WCR0076379,Kings,,19S,20E,03,M19S20E03,27.0,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0076379.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461635853540,South Fork Kings GSA
WCR0076045,Kings,,20S,19E,01,M20S19E01,1330.0,Water Supply Irrigation - Agriculture,,36.21866,-119.86062,gis,,,36.21866,-119.86062,pdfs/WCR0076045.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644553706,South Fork Kings GSA
WCR0078336,Kings,,19S,20E,23,M19S20E23,100.0,Water Supply Domestic,,36.26198,-119.77192,gis,,,36.26198,-119.77192,pdfs/WCR0078336.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637882403,South Fork Kings GSA
WCR0081104,Kings,,20S,19E,36,M20S19E36,,Other Unknown,,36.14521,-119.86073,gis,,,36.14521,-119.86073,pdfs/WCR0081104.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638269066,South Fork Kings GSA
WCR0085600,Kings,,19S,20E,32,M19S20E32,,,,36.23325,-119.82539,gis,,,36.23325,-119.82539,pdfs/WCR0085600.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640678268,South Fork Kings GSA
WCR0086506,Kings,,19S,20E,02,M19S20E02,25.0,Vapor Extraction Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0086506.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641096160,South Fork Kings GSA
WCR0089152,Kings,,19S,20E,34,M19S20E34,107.0,Water Supply Irrigation - Agriculture,,36.23302,-119.78948,gis,,,36.23302,-119.78948,pdfs/WCR0089152.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641721088,South Fork Kings GSA
WCR0090496,Kings,,19S,20E,15,M19S20E15,35.0,Water Supply Domestic,,36.27019826,-119.78600695,gis,,,36.27019826,-119.78600695,pdfs/WCR0090496.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636690342,South Fork Kings GSA
WCR0090573,Kings,,19S,20E,02,M19S20E02,,Monitoring,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0090573.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640505932,South Fork Kings GSA
WCR0091308,Kings,,19S,20E,22,M19S20E22,41.0,Water Supply Irrigation - Agriculture,,36.25839261,-119.79160189,gis,,,36.25839261,-119.79160189,pdfs/WCR0091308.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639524762,South Fork Kings GSA
WCR0092409,Kings,,19S,20E,15,M19S20E15,648.0,Water Supply Irrigation - Agriculture,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR0092409.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461613800398,South Fork Kings GSA
WCR0092730,Kings,,19S,20E,23,M19S20E23,50.0,Water Supply Domestic,,36.26198,-119.77192,gis,,,36.26198,-119.77192,pdfs/WCR0092730.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641512290,South Fork Kings GSA
WCR0100003,Kings,,19S,20E,20,M19S20E20,,Test Well Unknown,,36.26234,-119.82549,gis,,,36.26234,-119.82549,pdfs/WCR0100003.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640284491,South Fork Kings GSA
WCR0100728,Kings,,20S,19E,26,M20S19E26,,Other Unknown,,36.1598,-119.8785,gis,,,36.1598,-119.8785,pdfs/WCR0100728.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644883663,South Fork Kings GSA
WCR0100729,Kings,,20S,20E,15,M20S20E15,860.0,Water Supply Irrigation - Agriculture,,36.18954,-119.78932,gis,,,36.18954,-119.78932,pdfs/WCR0100729.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639168394,South Fork Kings GSA
WCR0102750,Kings,,19S,20E,21,M19S20E21,560.0,Water Supply Irrigation - Agriculture,,36.26215,-119.8077,gis,,,36.26215,-119.8077,pdfs/WCR0102750.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638887119,South Fork Kings GSA
WCR0102924,Kings,,19S,20E,02,M19S20E02,25.0,Monitoring Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0102924.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461615285458,South Fork Kings GSA
WCR0102967,Kings,,19S,20E,24,M19S20E24,200.0,Water Supply Domestic,,36.26686167,-119.74539028,gis,,,36.26686167,-119.74539028,pdfs/WCR0102967.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641066668,South Fork Kings GSA
WCR0103755,Kings,,19S,20E,03,M19S20E03,17.0,Unknown Unknown,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0103755.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640086715,South Fork Kings GSA
WCR0105238,Kings,,19S,20E,07,M19S20E07,,,,36.2913,-119.84281,gis,,,36.2913,-119.84281,pdfs/WCR0105238.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640764586,South Fork Kings GSA
WCR0105143,Kings,,19S,20E,29,M19S20E29,23.0,Monitoring,,36.24782,-119.82545,gis,,,36.24782,-119.82545,pdfs/WCR0105143.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636073693,South Fork Kings GSA
WCR0107811,Kings,,19S,20E,04,M19S20E04,200.0,Water Supply Domestic,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR0107811.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641220043,South Fork Kings GSA
WCR0109013,Kings,,19S,20E,21,M19S20E21,,,,36.26215,-119.8077,gis,,,36.26215,-119.8077,,,South Fork Kings GSA
WCR0108632,Kings,,19S,20E,02,M19S20E02,40.0,Water Supply Domestic,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0108632.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461635938625,South Fork Kings GSA
WCR0112366,Kings,,19S,21E,31,M19S21E31,,,,36.23278,-119.73566,gis,,,36.23278,-119.73566,pdfs/WCR0112366.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461646279438,South Fork Kings GSA
WCR0113040,Kings,,20S,19E,24,M20S19E24,1502.0,Water Supply Irrigation - Agriculture,,36.17454,-119.8606,gis,,,36.17454,-119.8606,pdfs/WCR0113040.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461646871813,South Fork Kings GSA
WCR0113283,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0113283.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641165547,South Fork Kings GSA
WCR0114232,Kings,,20S,20E,13,M20S20E13,,Water Supply Domestic,,36.18923,-119.75345,gis,,,36.18923,-119.75345,pdfs/WCR0114232.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461647416913,South Fork Kings GSA
WCR0113339,Fresno,,19S,20E,34,M19S20E34,25.0,Water Supply Domestic,,36.23302,-119.78948,gis,,,36.23302,-119.78948,,,South Fork Kings GSA
WCR0116498,Kings,,20S,20E,10,M20S20E10,27.0,Water Supply Domestic,,36.19865314,-119.78254104,gis,,,36.19865314,-119.78254104,pdfs/WCR0116498.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461643851858,South Fork Kings GSA
WCR0117406,Kings,,19S,20E,03,M19S20E03,400.0,Water Supply Domestic,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0117406.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641045703,South Fork Kings GSA
WCR0117407,Kings,,19S,20E,04,M19S20E04,,,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR0117407.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637753831,South Fork Kings GSA
WCR0117106,Kings,,20S,20E,13,M20S20E13,,,,36.18923,-119.75345,gis,,,36.18923,-119.75345,,,South Fork Kings GSA
WCR0118402,Kings,,19S,20E,33,M19S20E33,30.0,Water Supply Domestic,,36.23855144,-119.79981555,gis,,,36.23855144,-119.79981555,pdfs/WCR0118402.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641624084,South Fork Kings GSA
WCR0120142,Kings,,19S,20E,34,M19S20E34,55.0,Water Supply Domestic,,36.23832787,-119.79172422,gis,,,36.23832787,-119.79172422,pdfs/WCR0120142.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639127412,South Fork Kings GSA
WCR0118491,Kings,,20S,19E,23,M20S19E23,,Other Unknown,,36.17448,-119.87842,gis,,,36.17448,-119.87842,pdfs/WCR0118491.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637846847,South Fork Kings GSA
WCR0118882,Kings,,19S,20E,22,M19S20E22,48.0,Water Supply Irrigation - Agriculture,,36.26203,-119.78988,gis,,,36.26203,-119.78988,pdfs/WCR0118882.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640992847,South Fork Kings GSA
WCR0120176,Kings,,19S,20E,27,M19S20E27,,,,36.24746,-119.78969,gis,,,36.24746,-119.78969,,,South Fork Kings GSA
WCR0126821,Kings,,19S,20E,04,M19S20E04,710.0,Water Supply Irrigation - Agriculture,,36.30588,-119.8077,gis,,,36.30588,-119.8077,,,South Fork Kings GSA
WCR0131496,Kings,,19S,20E,04,M19S20E04,,,,36.30588,-119.8077,gis,,,36.30588,-119.8077,,,South Fork Kings GSA
WCR0132203,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0132203.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640724758,South Fork Kings GSA
WCR0132385,Kings,,19S,20E,02,M19S20E02,25.0,Vapor Extraction Unknown,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR0132385.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641081011,South Fork Kings GSA
WCR0132403,Kings,,19S,20E,35,M19S20E35,40.0,Water Supply Irrigation - Agriculture,,36.2346188,-119.77858369,gis,,,36.2346188,-119.77858369,pdfs/WCR0132403.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461614686474,South Fork Kings GSA
WCR0135500,Kings,,19S,20E,26,M19S20E26,50.0,Water Supply Domestic,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR0135500.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640534106,South Fork Kings GSA
WCR0135501,Kings,,19S,20E,34,M19S20E34,,Other Unknown,,36.23302,-119.78948,gis,,,36.23302,-119.78948,pdfs/WCR0135501.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637960533,South Fork Kings GSA
WCR0136268,Kings,,19S,20E,03,M19S20E03,20.0,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR0136268.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636194459,South Fork Kings GSA
